# vpermwi128 sites: address, instruction word, the immediate
# this SLEIGH module decodes, and the destination/source it names.
# Produced by scripts/Ac6VpermwiSites.java. Read-only, no oracle.
# columns: address word ghidra_immediate vd vb
823065b0	0x1963f2d3	0x7e	vr11	vr126
823065b8	0x1947f313	0x9e	vr10	vr126
82306820	0x1963f2d3	0x7e	vr11	vr126
82306828	0x1947f313	0x9e	vr10	vr126
8230a484	0x1987e313	0x9c	vr12	vr124
8230a488	0x1963e2d3	0x7c	vr11	vr124
8230a498	0x19a302d0	0x60	vr13	vr0
8230a49c	0x18070310	0x80	vr0	vr0
8230a584	0x1943fad3	0x7f	vr10	vr127
8230a58c	0x1927fb13	0x9f	vr9	vr127
823110dc	0x198302d0	0x60	vr12	vr0
823110e4	0x19676b10	0x8d	vr11	vr13
823110e8	0x18070310	0x80	vr0	vr0
823110ec	0x19a36ad0	0x6d	vr13	vr13
82311178	0x1963fad3	0x7f	vr11	vr127
82311180	0x1947fb13	0x9f	vr10	vr127
82328ea4	0x19375b50	0xab	vr9	vr11
82328eac	0x197b5a50	0x2b	vr11	vr11
82329ebc	0x19a363d0	0xec	vr13	vr12
82329ec4	0x199b6390	0xcc	vr12	vr12
8232ce60	0x19a7fb13	0x9f	vr13	vr127
8232ce64	0x1803f2d3	0x7e	vr0	vr126
8232ce6c	0x1987f313	0x9e	vr12	vr126
8232ce74	0x1963fad3	0x7f	vr11	vr127
8232d100	0x1943fad3	0x7f	vr10	vr127
8232d108	0x1927fb13	0x9f	vr9	vr127
82336180	0x19336b10	0x8d	vr9	vr13
82336184	0x190b6290	0x4c	vr8	vr12
82336188	0x18a75a50	0x2b	vr5	vr11
82336190	0x18e362d0	0x6c	vr7	vr12
82336194	0x18c75b10	0x8b	vr6	vr11
823361e8	0x19235ad0	0x6b	vr9	vr11
823361f0	0x18836ad0	0x6d	vr4	vr13
823361f8	0x19076b10	0x8d	vr8	vr13
82336200	0x18a76310	0x8c	vr5	vr12
823d1a24	0x19aa03d0	0xe0	vr13	vr0
823d1a28	0x199a0350	0xa0	vr12	vr0
823d1a2c	0x196e0350	0xa0	vr11	vr0
823d1a30	0x194b0350	0xa0	vr10	vr0
823d1a34	0x192a03d0	0xe0	vr9	vr0
823d1a38	0x191a0350	0xa0	vr8	vr0
